Figure 5 data,,WE Area,1.036141239,cm^2,,,,,,,,,,,,,
0.1 V/s,,,0.2 V/s,,,0.3 V/s,,,0.5 V/s,,,0.7 V/s,,,1.0 V/s,,
-0.321808,-0.00070329,-0.678758815,-0.321808,-0.000707691,-0.683006306,-0.321808,-0.00143787,-1.387716216,-0.321808,-0.00203933,-1.968196924,-0.321808,-0.00253217,-2.443846363,-0.321808,-0.00352667,-3.403657596
-0.322876,-0.000708328,-0.683621087,-0.322876,-0.000710333,-0.685556151,-0.322876,-0.00144866,-1.398129854,-0.322876,-0.00205461,-1.982943948,-0.322876,-0.0025499,-2.46095793,-0.322876,-0.0035478,-3.424050569
-0.323944,-0.000713145,-0.688270067,-0.323944,-0.000711826,-0.686997074,-0.323944,-0.00145838,-1.407510815,-0.323944,-0.00206267,-1.99072281,-0.323944,-0.00255707,-2.467877836,-0.323944,-0.00356596,-3.441577137
-0.325012,-0.000717912,-0.692870791,-0.325012,-0.000715578,-0.690618202,-0.325012,-0.00146294,-1.411911759,-0.325012,-0.00206721,-1.995104452,-0.325012,-0.00257231,-2.482586256,-0.325012,-0.00358137,-3.456449626
-0.32608,-0.000722536,-0.697333503,-0.32608,-0.000721919,-0.696738024,-0.32608,-0.00147178,-1.420443414,-0.32608,-0.00207478,-2.002410406,-0.32608,-0.00257675,-2.486871386,-0.32608,-0.00359437,-3.468996178
-0.327148,-0.000726526,-0.701184329,-0.327148,-0.000726358,-0.701022189,-0.327148,-0.00148646,-1.434611367,-0.327148,-0.00209526,-2.022176051,-0.327148,-0.0025933,-2.502844112,-0.327148,-0.0036153,-3.489196127
-0.328217,-0.000730321,-0.704846957,-0.328217,-0.000731959,-0.706427823,-0.328217,-0.00149724,-1.445015354,-0.328217,-0.002117,-2.043157747,-0.328217,-0.00260693,-2.515998689,-0.328217,-0.00363165,-3.504975829
-0.329285,-0.000734186,-0.708577144,-0.329285,-0.000738182,-0.712433761,-0.329285,-0.00149607,-1.443886164,-0.329285,-0.00212774,-2.053523129,-0.329285,-0.00261686,-2.525582324,-0.329285,-0.00365436,-3.526893691
-0.330353,-0.000738079,-0.712334354,-0.330353,-0.000739556,-0.713759835,-0.330353,-0.00151078,-1.458083071,-0.330353,-0.00213361,-2.05918838,-0.330353,-0.00263775,-2.545743668,-0.330353,-0.00366876,-3.54079141
-0.331421,-0.00074192,-0.716041377,-0.331421,-0.000743242,-0.717317265,-0.331421,-0.00151983,-1.466817401,-0.331421,-0.00215254,-2.07745809,-0.331421,-0.00264694,-2.554613116,-0.331421,-0.00368642,-3.557835418
-0.332489,-0.000745468,-0.719465621,-0.332489,-0.000745012,-0.719025526,-0.332489,-0.00152428,-1.471112182,-0.332489,-0.00216979,-2.094106399,-0.332489,-0.00265877,-2.566030478,-0.332489,-0.00369316,-3.564340323
-0.333557,-0.000748938,-0.722814585,-0.333557,-0.000749134,-0.723003748,-0.333557,-0.00153222,-1.47877523,-0.333557,-0.00217457,-2.09871967,-0.333557,-0.00267183,-2.578634937,-0.333557,-0.00369949,-3.570449529
-0.334625,-0.000752402,-0.726157759,-0.334625,-0.000755951,-0.729582967,-0.334625,-0.00154611,-1.492180739,-0.334625,-0.00217475,-2.098893391,-0.334625,-0.00268369,-2.590081253,-0.334625,-0.00369942,-3.57038197
-0.335693,-0.000755881,-0.729515409,-0.335693,-0.00076142,-0.734861205,-0.335693,-0.00155188,-1.497749477,-0.335693,-0.00218514,-2.108920982,-0.335693,-0.00269978,-2.605610024,-0.335693,-0.00371144,-3.581982705
-0.336761,-0.000759616,-0.73312013,-0.336761,-0.000766427,-0.739693558,-0.336761,-0.00156016,-1.505740666,-0.336761,-0.00219954,-2.122818701,-0.336761,-0.00270936,-2.614855868,-0.336761,-0.00372999,-3.59988567
-0.33783,-0.000763569,-0.736935247,-0.33783,-0.000772095,-0.745163855,-0.33783,-0.00157011,-1.515343604,-0.33783,-0.00221672,-2.139399452,-0.33783,-0.00272947,-2.634264419,-0.33783,-0.00374996,-3.619159104
-0.338898,-0.000767619,-0.74084398,-0.338898,-0.000771051,-0.74415627,-0.338898,-0.00157853,-1.523469909,-0.338898,-0.00222463,-2.147033546,-0.338898,-0.00273544,-2.640026182,-0.338898,-0.00376412,-3.632825195
-0.339966,-0.000771663,-0.744746923,-0.339966,-0.000771632,-0.744717004,-0.339966,-0.00158148,-1.526317011,-0.339966,-0.00223301,-2.155121247,-0.339966,-0.00274355,-2.6478533,-0.339966,-0.00377955,-3.647716987
-0.341034,-0.000775367,-0.748321725,-0.341034,-0.00077191,-0.744985308,-0.341034,-0.00159039,-1.534916225,-0.341034,-0.00224761,-2.16921199,-0.341034,-0.00276094,-2.664636726,-0.341034,-0.00379963,-3.667096584
-0.342102,-0.000778692,-0.751530747,-0.342102,-0.000776454,-0.74937081,-0.342102,-0.00159805,-1.54230904,-0.342102,-0.00226441,-2.185425996,-0.342102,-0.0027686,-2.672029541,-0.342102,-0.0038202,-3.68694909
-0.34317,-0.000782055,-0.754776444,-0.34317,-0.000783298,-0.755976087,-0.34317,-0.00160039,-1.544567419,-0.34317,-0.00227402,-2.194700793,-0.34317,-0.00278837,-2.691109951,-0.34317,-0.00383619,-3.702381349
-0.344238,-0.000785938,-0.758524002,-0.344238,-0.000791687,-0.764072474,-0.344238,-0.001605,-1.549016619,-0.344238,-0.00227431,-2.194980678,-0.344238,-0.00280034,-2.70266243,-0.344238,-0.00385889,-3.724289559
-0.345306,-0.000790355,-0.762786935,-0.345306,-0.000798002,-0.770167203,-0.345306,-0.00161855,-1.562093987,-0.345306,-0.00228265,-2.203029773,-0.345306,-0.00281093,-2.712883044,-0.345306,-0.00387622,-3.741015078
-0.346375,-0.00079521,-0.767472589,-0.346375,-0.000804739,-0.776669212,-0.346375,-0.00162623,-1.569506104,-0.346375,-0.00229892,-2.218732266,-0.346375,-0.00282705,-2.728440769,-0.346375,-0.00389422,-3.758387227
-0.347443,-0.000800249,-0.772335826,-0.347443,-0.000805109,-0.777026306,-0.347443,-0.00163064,-1.573762281,-0.347443,-0.00230957,-2.229010787,-0.347443,-0.00282663,-2.728035419,-0.347443,-0.00390813,-3.771812038
-0.348511,-0.000805139,-0.77705526,-0.348511,-0.000805585,-0.777485703,-0.348511,-0.00164038,-1.583162543,-0.348511,-0.00230695,-2.226482175,-0.348511,-0.00284618,-2.746903503,-0.348511,-0.00392414,-3.787263599
-0.349579,-0.000809622,-0.78138189,-0.349579,-0.000807329,-0.779168871,-0.349579,-0.00165207,-1.594444789,-0.349579,-0.00231213,-2.231481493,-0.349579,-0.0028532,-2.753678641,-0.349579,-0.00393434,-3.797107817
-0.350647,-0.000813421,-0.785048379,-0.350647,-0.000811001,-0.78271279,-0.350647,-0.00165466,-1.596944448,-0.350647,-0.00232346,-2.242416296,-0.350647,-0.00286929,-2.769207412,-0.350647,-0.00394975,-3.811980307
-0.351715,-0.000816912,-0.78841761,-0.351715,-0.000817673,-0.789152066,-0.351715,-0.00166149,-1.603536214,-0.351715,-0.00233951,-2.257906462,-0.351715,-0.00288367,-2.783085829,-0.351715,-0.00396418,-3.82590698
-0.352783,-0.000820716,-0.792088925,-0.352783,-0.000825467,-0.796674207,-0.352783,-0.00167222,-1.613891945,-0.352783,-0.00234828,-2.266370559,-0.352783,-0.00288988,-2.78907922,-0.352783,-0.00397616,-3.83746911
-0.353851,-0.000824699,-0.795932995,-0.353851,-0.00083132,-0.802323051,-0.353851,-0.00167763,-1.619113241,-0.353851,-0.00235414,-2.272026159,-0.353851,-0.00290247,-2.801230073,-0.353851,-0.00398547,-3.846454372
-0.354919,-0.00082885,-0.799939206,-0.354919,-0.000836499,-0.807321404,-0.354919,-0.00168472,-1.625955937,-0.354919,-0.0023652,-2.282700379,-0.354919,-0.00291159,-2.810031962,-0.354919,-0.00399717,-3.857746268
-0.355988,-0.000833193,-0.804130719,-0.355988,-0.00083741,-0.808200628,-0.355988,-0.00169764,-1.63842528,-0.355988,-0.00238006,-2.297042053,-0.355988,-0.00292248,-2.820542112,-0.355988,-0.00401024,-3.870360379
-0.357056,-0.000837196,-0.807994092,-0.357056,-0.000835851,-0.806696006,-0.357056,-0.00170494,-1.645470651,-0.357056,-0.00238875,-2.305428941,-0.357056,-0.00292654,-2.824460497,-0.357056,-0.00402129,-3.881024948
-0.358124,-0.000840881,-0.811550557,-0.358124,-0.000836842,-0.80765244,-0.358124,-0.00170991,-1.650267295,-0.358124,-0.0023908,-2.307407435,-0.358124,-0.00293998,-2.837431701,-0.358124,-0.00402894,-3.888408111
-0.359192,-0.000844507,-0.81505008,-0.359192,-0.000838863,-0.809602946,-0.359192,-0.00171564,-1.655797429,-0.359192,-0.00239941,-2.315717113,-0.359192,-0.00295778,-2.854610827,-0.359192,-0.00403975,-3.898841052
-0.36026,-0.000848627,-0.819026372,-0.36026,-0.00084358,-0.814155414,-0.36026,-0.00172774,-1.667475373,-0.36026,-0.00241254,-2.328389131,-0.36026,-0.00296356,-2.860189217,-0.36026,-0.00404835,-3.907141079
-0.361328,-0.000853627,-0.823851969,-0.361328,-0.000851612,-0.821907253,-0.361328,-0.00173216,-1.671741201,-0.361328,-0.00242674,-2.342093826,-0.361328,-0.00298391,-2.879829396,-0.361328,-0.00405768,-3.916145643
-0.362396,-0.000859068,-0.829103183,-0.362396,-0.000861613,-0.831559412,-0.362396,-0.00173941,-1.678738317,-0.362396,-0.00243115,-2.346350003,-0.362396,-0.00298651,-2.882338707,-0.362396,-0.00407386,-3.931761274
-0.363464,-0.000864638,-0.834478898,-0.363464,-0.000868483,-0.838189782,-0.363464,-0.00175144,-1.690348703,-0.363464,-0.0024346,-2.349679665,-0.363464,-0.00299535,-2.890870362,-0.363464,-0.00408439,-3.941923981
-0.364532,-0.000870037,-0.839689578,-0.364532,-0.0008709,-0.840522476,-0.364532,-0.00175808,-1.696757096,-0.364532,-0.00245134,-2.365835763,-0.364532,-0.00300697,-2.902085049,-0.364532,-0.00409857,-3.955609374
-0.365601,-0.000874341,-0.843843452,-0.365601,-0.000870491,-0.840127742,-0.365601,-0.00175971,-1.69833024,-0.365601,-0.0024702,-2.384037915,-0.365601,-0.0030188,-2.913502412,-0.365601,-0.00412225,-3.978463402
-0.366669,-0.000877887,-0.847265765,-0.366669,-0.00086909,-0.83877561,-0.366669,-0.00176835,-1.706668872,-0.366669,-0.00248298,-2.396372141,-0.366669,-0.00303725,-2.931308864,-0.366669,-0.00415009,-4.005332325
-0.367737,-0.00088103,-0.850299135,-0.367737,-0.00086909,-0.83877561,-0.367737,-0.00177323,-1.711378654,-0.367737,-0.00248847,-2.401670646,-0.367737,-0.00304957,-2.943199135,-0.367737,-0.00416868,-4.023273895
-0.368805,-0.000883795,-0.85296769,-0.368805,-0.000870398,-0.840037986,-0.368805,-0.00177452,-1.712623658,-0.368805,-0.00249993,-2.412730914,-0.368805,-0.00306313,-2.956286154,-0.368805,-0.00417993,-4.034131488
-0.369873,-0.000886696,-0.855767502,-0.369873,-0.000877387,-0.846783205,-0.369873,-0.00178248,-1.720306009,-0.369873,-0.00251403,-2.426339098,-0.369873,-0.00307738,-2.970039106,-0.369873,-0.004195,-4.048675837
-0.370941,-0.000889785,-0.858748756,-0.370941,-0.000885538,-0.854649894,-0.370941,-0.00180056,-1.737755367,-0.370941,-0.00252482,-2.436752736,-0.370941,-0.00308166,-2.974169816,-0.370941,-0.00420958,-4.062747278
-0.372009,-0.000892837,-0.8616943,-0.372009,-0.000891179,-0.860094132,-0.372009,-0.00180815,-1.745080623,-0.372009,-0.00252362,-2.435594593,-0.372009,-0.00309958,-2.991464756,-0.372009,-0.0042172,-4.070101488
-0.373077,-0.000895874,-0.864625368,-0.373077,-0.000895486,-0.864250901,-0.373077,-0.00181449,-1.75119948,-0.373077,-0.0025227,-2.434706683,-0.373077,-0.00311028,-3.001791533,-0.373077,-0.0042261,-4.07869105
-0.374146,-0.000899264,-0.867897122,-0.374146,-0.00089867,-0.867323841,-0.374146,-0.00182887,-1.765077897,-0.374146,-0.00253514,-2.446712768,-0.374146,-0.00312778,-3.018681123,-0.374146,-0.0042388,-4.090948066
-0.375214,-0.000903328,-0.871819367,-0.375214,-0.000900665,-0.869249255,-0.375214,-0.00184481,-1.7804619,-0.375214,-0.00254882,-2.459915601,-0.375214,-0.00313846,-3.028988598,-0.375214,-0.00424933,-4.101110774
-0.376282,-0.000907744,-0.876081335,-0.376282,-0.000904575,-0.873022871,-0.376282,-0.00184522,-1.780857599,-0.376282,-0.00255475,-2.465638759,-0.376282,-0.00314291,-3.033283379,-0.376282,-0.00425937,-4.110800572
-0.37735,-0.000912092,-0.880277674,-0.37735,-0.00090727,-0.875623868,-0.37735,-0.00184725,-1.782816791,-0.37735,-0.00255712,-2.467926092,-0.37735,-0.00315335,-3.043359225,-0.37735,-0.00426096,-4.112335112
-0.378418,-0.000916533,-0.884563769,-0.378418,-0.000911974,-0.88016379,-0.378418,-0.00185638,-1.791628331,-0.378418,-0.00256937,-2.479748805,-0.378418,-0.00316095,-3.050694133,-0.378418,-0.00426193,-4.113271278
-0.379486,-0.000920806,-0.888687724,-0.379486,-0.000917218,-0.885224876,-0.379486,-0.00186019,-1.795305436,-0.379486,-0.00258578,-2.495586414,-0.379486,-0.00317453,-3.063800454,-0.379486,-0.00427506,-4.125943295
-0.380554,-0.000924685,-0.892431422,-0.380554,-0.000919927,-0.887839384,-0.380554,-0.00185844,-1.793616477,-0.380554,-0.0025992,-2.508538316,-0.380554,-0.0031899,-3.078634339,-0.380554,-0.00429431,-4.144521844
-0.381622,-0.000928298,-0.895918399,-0.381622,-0.000921433,-0.889292854,-0.381622,-0.00186454,-1.799503706,-0.381622,-0.00259877,-2.508123315,-0.381622,-0.0031971,-3.085583199,-0.381622,-0.00431269,-4.162260738
-0.38269,-0.000931983,-0.899474864,-0.38269,-0.000923533,-0.891319605,-0.38269,-0.00186995,-1.804725002,-0.38269,-0.00260473,-2.513875426,-0.38269,-0.00321201,-3.099973129,-0.38269,-0.00432829,-4.1773166
-0.383759,-0.000935436,-0.902807421,-0.383759,-0.000926559,-0.894240056,-0.383759,-0.00187761,-1.812117816,-0.383759,-0.00262129,-2.529857803,-0.383759,-0.00320895,-3.097019864,-0.383759,-0.00434569,-4.194109678
-0.384827,-0.000938759,-0.906014513,-0.384827,-0.000930284,-0.897835126,-0.384827,-0.00188752,-1.821682149,-0.384827,-0.00263319,-2.541342724,-0.384827,-0.00322384,-3.111390491,-0.384827,-0.00435882,-4.206781695
-0.385895,-0.000941862,-0.909009278,-0.385895,-0.000935608,-0.902973421,-0.385895,-0.00189933,-1.833080209,-0.385895,-0.00263382,-2.541950749,-0.385895,-0.00322771,-3.115125503,-0.385895,-0.00436755,-4.215207188
-0.386963,-0.000944967,-0.912005974,-0.386963,-0.000941817,-0.908965848,-0.386963,-0.00190489,-1.838446273,-0.386963,-0.00263287,-2.541033886,-0.386963,-0.00323498,-3.122141921,-0.386963,-0.00436974,-4.217320799
-0.388031,-0.000948269,-0.915192798,-0.388031,-0.000949334,-0.91622065,-0.388031,-0.00190829,-1.841727679,-0.388031,-0.00264313,-2.550936011,-0.388031,-0.00324813,-3.134833241,-0.388031,-0.00438498,-4.232029219
-0.389099,-0.00095215,-0.918938426,-0.389099,-0.000951343,-0.918159575,-0.389099,-0.00191846,-1.851542943,-0.389099,-0.00266147,-2.5686363,-0.389099,-0.00325868,-3.145015251,-0.389099,-0.00439496,-4.24166111
-0.390167,-0.000956203,-0.922850055,-0.390167,-0.000952228,-0.919013706,-0.390167,-0.00192275,-1.855683305,-0.390167,-0.00267368,-2.580420408,-0.390167,-0.00326736,-3.153392487,-0.390167,-0.00439902,-4.245579495
-0.391235,-0.000960101,-0.926612091,-0.391235,-0.000954077,-0.920798211,-0.391235,-0.0019232,-1.856117609,-0.391235,-0.00267819,-2.584773097,-0.391235,-0.00327192,-3.157793431,-0.391235,-0.00440272,-4.249150437
-0.392303,-0.000963785,-0.93016759,-0.392303,-0.000956204,-0.92285102,-0.392303,-0.00193024,-1.86291205,-0.392303,-0.00268434,-2.590708581,-0.392303,-0.00328826,-3.173563482,-0.392303,-0.00440565,-4.251978236
-0.393372,-0.000967275,-0.933535857,-0.393372,-0.000958609,-0.925172132,-0.393372,-0.00194245,-1.874696157,-0.393372,-0.00269852,-2.604393974,-0.393372,-0.00329788,-3.182847931,-0.393372,-0.00442403,-4.269717131
-0.39444,-0.000970495,-0.936643541,-0.39444,-0.000963444,-0.929838485,-0.39444,-0.00194524,-1.87738884,-0.39444,-0.0027084,-2.613929353,-0.39444,-0.00330408,-3.188831671,-0.39444,-0.00444056,-4.285670554
-0.395508,-0.000973649,-0.939687528,-0.395508,-0.000967051,-0.93331967,-0.395508,-0.00194808,-1.880129779,-0.395508,-0.00270926,-2.614759356,-0.395508,-0.00332218,-3.206300332,-0.395508,-0.00445208,-4.29678873
-0.396576,-0.000977159,-0.943075097,-0.396576,-0.000970525,-0.936672495,-0.396576,-0.00195503,-1.886837359,-0.396576,-0.00270744,-2.613002839,-0.396576,-0.00332383,-3.207892779,-0.396576,-0.00445926,-4.303718287
-0.397644,-0.000980944,-0.946728074,-0.397644,-0.000971199,-0.937322986,-0.397644,-0.00195883,-1.890504813,-0.397644,-0.00271229,-2.617683668,-0.397644,-0.00333379,-3.217505368,-0.397644,-0.00446688,-4.311072497
-0.398712,-0.000984689,-0.950342446,-0.398712,-0.000971371,-0.937488986,-0.398712,-0.00196376,-1.895262851,-0.398712,-0.00272602,-2.630934757,-0.398712,-0.00333513,-3.218798628,-0.398712,-0.0044734,-4.317365075
-0.39978,-0.000988324,-0.953850655,-0.39978,-0.000972533,-0.938610455,-0.39978,-0.00197622,-1.907288239,-0.39978,-0.00273129,-2.636020936,-0.39978,-0.00334512,-3.228440171,-0.39978,-0.00447931,-4.323068931
-0.400848,-0.000991742,-0.957149433,-0.400848,-0.000974673,-0.94067581,-0.400848,-0.00197667,-1.907722543,-0.400848,-0.00272816,-2.633000112,-0.400848,-0.00335413,-3.237135896,-0.400848,-0.00448975,-4.333144777
-0.401917,-0.000994928,-0.960224304,-0.401917,-0.000977646,-0.94354511,-0.401917,-0.00197901,-1.909980922,-0.401917,-0.00273454,-2.639157574,-0.401917,-0.00335847,-3.241324515,-0.401917,-0.00450388,-4.346781914
-0.402985,-0.000998022,-0.963210383,-0.402985,-0.000983578,-0.949270198,-0.402985,-0.00198141,-1.912297209,-0.402985,-0.00274942,-2.653518551,-0.402985,-0.00337703,-3.25923713,-0.402985,-0.00451811,-4.360515563
-0.404053,-0.00100126,-0.966335439,-0.404053,-0.000988188,-0.953719399,-0.404053,-0.00198784,-1.918502926,-0.404053,-0.00276189,-2.665553589,-0.404053,-0.00338389,-3.265857849,-0.404053,-0.00452709,-4.369182335
-0.405121,-0.00100464,-0.969597543,-0.405121,-0.000991002,-0.956435245,-0.405121,-0.00199103,-1.921581657,-0.405121,-0.00276126,-2.664945564,-0.405121,-0.00338384,-3.265809593,-0.405121,-0.00453329,-4.375166075
-0.406189,-0.00100777,-0.972618367,-0.406189,-0.000993988,-0.959317091,-0.406189,-0.00198951,-1.920114676,-0.406189,-0.00276448,-2.668053249,-0.406189,-0.00339162,-3.273318222,-0.406189,-0.00454079,-4.382404471
-0.407257,-0.00101079,-0.975533027,-0.407257,-0.000992614,-0.957991017,-0.407257,-0.00200372,-1.933829022,-0.407257,-0.00277349,-2.676748974,-0.407257,-0.003391,-3.272719848,-0.407257,-0.00455406,-4.395211605
-0.408325,-0.00101344,-0.978090594,-0.408325,-0.00099124,-0.956664943,-0.408325,-0.0020159,-1.945584176,-0.408325,-0.00278679,-2.689585062,-0.408325,-0.00339629,-3.27782533,-0.408325,-0.00456255,-4.403405469
-0.409393,-0.0010157,-0.980271763,-0.409393,-0.000991372,-0.956792339,-0.409393,-0.00201359,-1.943354751,-0.409393,-0.00279312,-2.695694268,-0.409393,-0.00340216,-3.283490581,-0.409393,-0.00456775,-4.408424089
-0.410461,-0.00101754,-0.982047583,-0.410461,-0.000994345,-0.959661639,-0.410461,-0.00202268,-1.952127686,-0.410461,-0.00278662,-2.689420992,-0.410461,-0.00340878,-3.289879671,-0.410461,-0.00456809,-4.40875223
-0.41153,-0.00101943,-0.983871659,-0.41153,-0.0010026,-0.967628699,-0.41153,-0.00203059,-1.95976178,-0.41153,-0.00279431,-2.69684276,-0.41153,-0.00341133,-3.292340725,-0.41153,-0.00456988,-4.410479794
-0.412598,-0.00102141,-0.985782595,-0.412598,-0.00100997,-0.974741629,-0.412598,-0.00203095,-1.960109223,-0.412598,-0.00280751,-2.709582336,-0.412598,-0.00341446,-3.295361549,-0.412598,-0.00457637,-4.416743419
-0.413666,-0.00102358,-0.987876904,-0.413666,-0.00101379,-0.978428385,-0.413666,-0.00203454,-1.963574002,-0.413666,-0.00282228,-2.723837149,-0.413666,-0.00342243,-3.303053551,-0.413666,-0.0045891,-4.429029388
-0.414734,-0.00102576,-0.989980865,-0.414734,-0.00101811,-0.982597701,-0.414734,-0.00204086,-1.969673556,-0.414734,-0.00282429,-2.725777039,-0.414734,-0.00342475,-3.305292628,-0.414734,-0.00460334,-4.442772688
-0.415802,-0.00102787,-0.992017266,-0.415802,-0.00101815,-0.982636306,-0.415802,-0.00204151,-1.970300884,-0.415802,-0.0028262,-2.727620417,-0.415802,-0.00343089,-3.311218461,-0.415802,-0.00460346,-4.442888503
-0.41687,-0.00102954,-0.993629016,-0.41687,-0.00101783,-0.982327468,-0.41687,-0.00204415,-1.972848799,-0.41687,-0.00283665,-2.737705915,-0.41687,-0.00343523,-3.315407079,-0.41687,-0.00460762,-4.446903399
-0.417938,-0.00103102,-0.995057393,-0.417938,-0.00101807,-0.982559096,-0.417938,-0.00204784,-1.97641009,-0.417938,-0.00284917,-2.74978921,-0.417938,-0.00343133,-3.311643113,-0.417938,-0.00460689,-4.446198862
-0.419006,-0.0010323,-0.996292745,-0.419006,-0.00102004,-0.984460382,-0.419006,-0.00205579,-1.984082789,-0.419006,-0.00284485,-2.745619894,-0.419006,-0.00343392,-3.314142772,-0.419006,-0.00461641,-4.455386799
-0.420074,-0.00103388,-0.997817634,-0.420074,-0.00102501,-0.989257025,-0.420074,-0.00205592,-1.984208254,-0.420074,-0.00283722,-2.738256033,-0.420074,-0.00342862,-3.30902764,-0.420074,-0.00461819,-4.457104711
-0.421143,-0.00103559,-0.999467988,-0.421143,-0.00102955,-0.993638667,-0.421143,-0.00205843,-1.986630704,-0.421143,-0.0028441,-2.744896054,-0.421143,-0.00343596,-3.316111616,-0.421143,-0.00462578,-4.464429968
-0.422211,-0.0010376,-1.001407878,-0.422211,-0.00103169,-0.995704023,-0.422211,-0.00206695,-1.994853521,-0.422211,-0.00285316,-2.753640036,-0.422211,-0.0034392,-3.319238603,-0.422211,-0.00463512,-4.473444183
-0.423279,-0.00104,-1.003724165,-0.423279,-0.00103414,-0.998068565,-0.423279,-0.00206938,-1.997198761,-0.423279,-0.00285821,-2.758513889,-0.423279,-0.0034454,-3.325222343,-0.423279,-0.00463403,-4.472392202
-0.424347,-0.00104272,-1.006349289,-0.424347,-0.00103456,-0.998473915,-0.424347,-0.00206391,-1.991919558,-0.424347,-0.00285487,-2.75529039,-0.424347,-0.00345847,-3.337836453,-0.424347,-0.00463608,-4.474370697
-0.425415,-0.00104525,-1.008791041,-0.425415,-0.00103539,-0.999274964,-0.425415,-0.00207036,-1.998144578,-0.425415,-0.00285103,-2.751584332,-0.425415,-0.00345796,-3.337344243,-0.425415,-0.00463215,-4.470577778
-0.426483,-0.00104785,-1.011300352,-0.426483,-0.00103634,-1.000191828,-0.426483,-0.0020743,-2.001947149,-0.426483,-0.0028686,-2.768541479,-0.426483,-0.00347112,-3.350045214,-0.426483,-0.00463928,-4.477459079
